,Theft,Assault & Kidnapping,Fraud & Drugs & Weapons,Environment & Public Order,TotalCrime,PopulationTotalMale,PopulationTotalFemale,PopulationTotal,PrincipalStatusAtWork,PrincipalStatusLookingForFirstJob,PrincipalStatusUnemployed,PrincipalStatusStudent,PrincipalStatusLookingAfterHome/Family,PrincipalStatusRetired,PrincipalStatusUnableToWork,PrincipalStatusOther,SocialClassProfessionalWorkers,SocialClassManagerialAndTechnical,SocialClassNonManual,SocialClassSkilledManual,SocialClassSemiSkilled,SocialClassUnskilled,SocialClassOther,AgeEducationCeasedUnder15,AgeEducationCeasedAge15,AgeEducationCeasedAge16,AgeEducationCeasedAge17,AgeEducationCeasedAge18,AgeEducationCeasedAge19,AgeEducationCeasedAge20,AgeEducationCeasedAge21+,AgeEducationCeasedNotStated,EducationNotCeasedStillAtSchool,EducationNotCeasedOther,HighestLevelEducationNoFormalEducation,HighestLevelEducationPrimary,HighestLevelEducationLowerSecondary,HighestLevelEducationUpperSecondary,HighestLevelEducationTechnicalQualification,HighestLevelEducationAdvCert/Apprenticeship,HighestLevelEducationHigherCertificate,HighestLevelEducationOrdinaryBachelorDegree,HighestLevelEducationHonoursBachelorDegree,HighestLevelEducationPostgraduateDegree,HighestLevelEducationDoctorate,HighestLevelEducationNotStated,GeneralHealthVeryGood,GeneralHealthGood,GeneralHealthFair,GeneralHealthBad,GeneralHealthVeryBad,GeneralHealthNotStated,Total_Under18Male,Total_Under18Female,Total_Under18,Green,Area,PopulationDensity,GreensPerKMSQ,GreensPerPerson
SocialClassSkilledManual,-0.31314946836765867,-0.1445786680421501,0.02589235231812902,-0.20732168870187162,-0.20148842965281813,-0.04817498489311373,0.04817498489311407,0.16901938809847325,-0.5836164713117481,0.2124628638115083,0.5350632109720398,-0.7236063239836973,0.3343158536581717,-0.15318852209810027,0.5652419336385243,-0.16878136689531617,-0.8530051489831374,-0.5308846815965246,0.7201968380349295,1.0,0.8126567071395098,0.5629137975978076,-0.04914237597522701,0.6210804921654512,0.7815184286405918,0.8604172871915026,0.7811238891594626,0.3803572753808998,0.29717980893516116,-0.45504673575875126,-0.9226024286372009,-0.0192398443570219,-0.7236063239836973,-0.09492467728335525,0.5861324656816395,0.6630763890823614,0.8945105893235035,0.4451521510857636,0.8489763946108791,0.6704427825990963,-0.30293472620791667,-0.812935415856628,-0.9001162939813824,-0.9195329112565439,-0.9074871421991386,-0.21687706921891003,-0.29467206143878577,0.5460663413709869,0.45323510747453244,0.38948510100154726,0.21469569881444353,-0.30365852166651297,0.5581271158948423,0.5699421131441099,0.564907212211628,-0.08464041230374623,0.37588436456501406,-0.2516586519231889,-0.3210955501619897,-0.1199808283788123
SocialClassSemiSkilled,0.04011898090997598,0.16188828012812387,0.355654528716305,0.1458103416285024,0.16681961242761986,0.26085012027718346,-0.26085012027718263,0.017113178255403188,-0.4136634815306907,0.6309237091840713,0.8915471387088678,-0.3878668367030097,-0.11140269639808519,-0.2897384353835236,0.8404453894093838,-0.005022182798831585,-0.918345568825106,-0.8756743926037949,0.2852672833322269,0.8126567071395098,1.0,0.9044020517623403,0.4505086864809366,0.802298245881869,0.8447678837947151,0.7031201769103382,0.4126452680698003,-0.056734667407554604,-0.018800615004991514,-0.6171823890766557,-0.7508308620987868,-0.08339509574669349,-0.3878668367030097,0.36446213761750784,0.8437944475638213,0.8157509744017897,0.7717917379965811,0.006259042112839108,0.628263814319893,0.2593208254576134,-0.6098016899949121,-0.8941307447594996,-0.8376810896570502,-0.7750417666950722,-0.768122865253539,0.1437507440563261,-0.7164283457308084,0.8647378853044967,0.7090657432832116,0.7056606998642245,0.5171700797823731,0.07110815980904434,0.13261059429564298,0.1487696903008573,0.14067786342771252,-0.29764333064493953,0.08197434322189966,0.22826499988477572,-0.29018063884770545,-0.3691942422962382
SocialClassUnskilled,0.26955290494504475,0.28517768377418967,0.4338344115523688,0.3254656326740851,0.34708173146932175,0.39379153394076466,-0.3937915339407639,-0.1295045669298364,-0.2217841072399536,0.805249626152483,0.9444593286976242,-0.11100723100332308,-0.3516836159213284,-0.26634715892256133,0.8537135994511003,0.11109488204251787,-0.7741011797343641,-0.9188534098182601,-0.07050260570316494,0.5629137975978076,0.9044020517623403,1.0,0.6602227094608735,0.8134920603922365,0.7519655900285929,0.48332841990131714,0.09703403849075944,-0.33997391610098043,-0.2457408308052652,-0.644967622112876,-0.49546788212897513,-0.02861259572672131,-0.11100723100332308,0.5503657632042559,0.8776405761370547,0.8064727577569722,0.5606189441804605,-0.2753036890477925,0.33489598305403884,-0.07975596264104953,-0.6959737390706335,-0.7847652110514257,-0.6232255680622167,-0.5222690103104487,-0.5302205606976627,0.37549728287795014,-0.8738565711826505,0.9150146643442383,0.7688897944166299,0.8051470159609502,0.6283488876376754,0.3090730632495259,-0.20635282035654584,-0.18613536051949367,-0.19697108949205702,-0.3812214031704535,-0.20560718515406723,0.5402030077963865,-0.1552225489702225,-0.422870015263111
SocialClassOther,0.7641644236172889,0.7591830384576354,0.7409127073528347,0.6261266588288639,0.7056067156078605,0.599398973178147,-0.5993989731781464,-0.2015244548158439,0.18699674187639356,0.8113954921915534,0.6971122819516717,0.5564156397379804,-0.7180080950265038,-0.3699117365588593,0.49417859170803297,0.3281812523782295,-0.3771202136759942,-0.7954492816402896,-0.6096245786884782,-0.04914237597522701,0.4505086864809366,0.6602227094608735,1.0,0.39117066271663165,0.24504955154934485,-0.11164427309466983,-0.4914938955078163,-0.7656916318139995,-0.542808344491266,-0.5624685558163043,-0.008492199995851865,0.18131367879453913,0.5564156397379804,0.8345099321625606,0.5042525767224051,0.3491183548205478,-0.011210355534814677,-0.7348397603050122,-0.24731593468172092,-0.4954904334767325,-0.6211042395339178,-0.40236135934727474,-0.18788215201363537,-0.02322457602219863,0.04497180399824384,0.838870904858023,-0.8251186955170322,0.6306465110604904,0.40896362354168964,0.5218963305935226,0.47122782368064053,0.8286031198497192,-0.6072369241046491,-0.5952630915046984,-0.6026077564124643,-0.45311327178742095,-0.4098901979289137,0.7331491660298401,-0.05073035189274097,-0.49793665309007296
AgeEducationCeasedUnder15,0.1271112281186754,0.12614728986311208,0.29214608120509844,0.11095784866562329,0.13995414008805154,-0.04684651232984976,0.04684651232985064,-0.13345454738443888,-0.4451246821143959,0.41518801049921744,0.698511178035898,-0.247198239750271,-0.001323988537880959,0.19971010274810858,0.939851308360736,-0.0018438126187591704,-0.6523260071297861,-0.7413200280543527,0.09336907795350646,0.6210804921654512,0.802298245881869,0.8134920603922365,0.39117066271663165,1.0,0.9573567014072958,0.7725656119609466,0.3499333693494088,-0.12095581210492395,-0.42557497367896746,-0.8023385780145316,-0.5228745099386074,-0.15106352285446542,-0.247198239750271,0.0988875030348427,0.8908226878872373,0.9914969025617051,0.765755811209969,-0.1108039962221364,0.24700981471867398,-0.0968750394547498,-0.8042371240620237,-0.814822580061904,-0.588317079733944,-0.5055192867193188,-0.4619421263547068,0.15566512162245782,-0.7584086418938869,0.7571439325640708,0.9047740660182034,0.8543869409408361,0.7109453841683402,0.06659404312192901,-0.13096735213406951,-0.12289883382665137,-0.12731616144878163,-0.29349671086682566,-0.3447103351642918,0.3184313885712939,0.0405790316709085,-0.296371414785774
AgeEducationCeasedAge15,-0.025928167199274592,0.02366828645289857,0.21169297032315795,-0.014814784922766014,0.010312096691313954,-0.08434592835552536,0.08434592835552614,-0.042842862240972834,-0.5848682581693055,0.3267561383953249,0.674539038444184,-0.4306236113282016,0.1800913367728425,0.17796371074464237,0.8881794347561973,-0.02901413005709972,-0.7506036747628888,-0.6957605108215087,0.3305189880033054,0.7815184286405918,0.8447678837947151,0.7519655900285929,0.24504955154934485,0.9573567014072958,1.0,0.8998994238242102,0.5527445046814544,0.08576571155210212,-0.24253665596273183,-0.7874073977882847,-0.7076524991096216,-0.09849163288477776,-0.4306236113282016,-0.022785817929096494,0.8458511884432228,0.9703283591697414,0.9099030519529785,0.11031586417847579,0.4541649668209112,0.13631078939966257,-0.7179392607894155,-0.88285174349966,-0.7382907497841041,-0.6847932050076388,-0.6327348738544376,0.013838325920391838,-0.648777888151975,0.7256671841504342,0.8462400073308626,0.7662540083327203,0.6007731724447071,-0.0827601718418184,0.10455206673391736,0.10793705600049755,0.10638874994769995,-0.21521794913992712,-0.16015098208425224,0.1318356323031858,-0.022409954021934856,-0.2191451580918311
AgeEducationCeasedAge16,-0.33828446904074394,-0.22319915217884867,-0.04179748392739549,-0.2429101024572395,-0.24577757553138285,-0.31944962859244835,0.3194496285924489,0.04607942543945666,-0.7346376785966157,0.03487482183312511,0.4201914723644532,-0.6433629303598672,0.5013696634975913,0.29242786016146977,0.6884407373335808,-0.1893878984516551,-0.6941903858201098,-0.42728079648009415,0.655730806209675,0.8604172871915026,0.7031201769103382,0.48332841990131714,-0.11164427309466983,0.7725656119609466,0.8998994238242102,1.0,0.8222987486764648,0.4642563210630063,0.0553092574018606,-0.603608271509212,-0.8170506262345226,-0.1094129051075549,-0.6433629303598672,-0.33785788110035797,0.6522302959787859,0.8150023660211214,0.9756675857871745,0.4781221515862256,0.6301865202891275,0.43080472624373717,-0.4650949891894187,-0.7990515124427539,-0.7766575480120124,-0.785480055756504,-0.7323340341724222,-0.2909526356161331,-0.33284518598558266,0.5027836049087625,0.6718413319181413,0.5584822499545106,0.3643527241776903,-0.39793443900520975,0.4188193548409113,0.41660195904803654,0.41854775168788766,-0.01868444768858009,0.08407791957416891,-0.22908370369990105,-0.06414360517600057,-0.025375395397122875
AgeEducationCeasedAge17,-0.6180850320460634,-0.4656058265801246,-0.3771141024545916,-0.4791962288375944,-0.5125121010766466,-0.37816067987346125,0.3781606798734612,0.17389972764259573,-0.7332458729361507,-0.27176631230759585,0.07938004866870513,-0.7730346316485683,0.7210160158721824,0.25846718241376543,0.2630961000471135,-0.226165469530751,-0.5211676222732134,-0.019603009670909614,0.8553553249872989,0.7811238891594626,0.4126452680698003,0.09703403849075944,-0.4914938955078163,0.3499333693494088,0.5527445046814544,0.8222987486764648,1.0,0.8008355355777907,0.4652509633624312,-0.16573354448781086,-0.7875944028170344,-0.1103450077037861,-0.7730346316485683,-0.5759473833154376,0.23613140402664282,0.41582435971217907,0.7899378962353982,0.8278603340148054,0.7666919889949974,0.7520684307395021,0.006470057984066674,-0.500449692010444,-0.6788779374055797,-0.7677780087383446,-0.7417090348714332,-0.584692669307814,0.09799766664470315,0.17050775914519534,0.2768137913445098,0.16013932602676625,0.006006292882401231,-0.6464035109786047,0.7289596550713401,0.7234377728712849,0.7276830304893082,0.2419689752043744,0.4590270323458759,-0.5344888136120731,-0.07514210432916446,0.23651795174012347
AgeEducationCeasedAge18,-0.7475603406208721,-0.6599525904878653,-0.5898592756091142,-0.5651541411922201,-0.6324936119947246,-0.41863914817540393,0.41863914817540365,0.18218840231040756,-0.5979756241600108,-0.48941859730508697,-0.31008435603758505,-0.6220005417905832,0.8351024861699715,0.3782380040493986,-0.18885841293181097,-0.23201063564191993,-0.1100493447614755,0.45157477011884184,0.7890141233093908,0.3803572753808998,-0.056734667407554604,-0.33997391610098043,-0.7656916318139995,-0.12095581210492395,0.08576571155210212,0.4642563210630063,0.8008355355777907,1.0,0.6873766171980705,0.2608099372882152,-0.4707310072649392,-0.09111566999783176,-0.6220005417905832,-0.7035937658972719,-0.19640590502527344,-0.04441782743218843,0.4143458840120257,0.9747348571610375,0.573922585026152,0.6930924543777772,0.4375780020863456,-0.007333283017944795,-0.32596748582298807,-0.4656289181062075,-0.4724839035133272,-0.7479094017384585,0.47751717671265864,-0.19806094705583452,-0.08417249178367979,-0.2092157614554781,-0.34902291138179636,-0.776636265100509,0.725037391021418,0.7141611352945775,0.7211641489387778,0.3824603776208782,0.44500957150218884,-0.6232816757310068,-0.03560492116201901,0.36288046792227535
AgeEducationCeasedAge19,-0.5802179040771878,-0.42299743369954,-0.390749792680962,-0.24350296175657576,-0.3284633752639047,0.09566568602622423,-0.09566568602622491,0.1787978437652283,-0.19690357407969525,-0.1789430801666519,-0.1631931159819481,-0.4829625453819505,0.4192430046196114,-0.2845275935896414,-0.3646306987550272,-0.19646217872085775,-0.17781857424760475,0.3412446469084546,0.6149794582650193,0.29717980893516116,-0.018800615004991514,-0.2457408308052652,-0.542808344491266,-0.42557497367896746,-0.24253665596273183,0.0553092574018606,0.4652509633624312,0.6873766171980705,1.0,0.5653266992781418,-0.35573224782447904,-0.02609607759204083,-0.4829625453819505,-0.23777826822598322,-0.31950724939654124,-0.3680921347414592,0.0671971431799645,0.7358022686442917,0.6799828617780916,0.7973429939233625,0.6841076963274587,0.15005605030791175,-0.2783055284466466,-0.41328844520817454,-0.494236041881235,-0.5398471955058193,0.4928183491365662,-0.16152450198894708,-0.4123601807963845,-0.42666001064729514,-0.5055676450365547,-0.5233007036238874,0.6791193345072393,0.6835153648969595,0.6825432635636225,0.24864296502897554,0.6806791841932233,-0.49068293678236913,-0.34765318610699825,0.20246331413878083
AgeEducationCeasedAge20,-0.37063757239051637,-0.38733327125435835,-0.5015948224403104,-0.24259849331556738,-0.3129502965552207,-0.0321012923153324,0.03210129231533162,0.17001847317716964,0.3626695680954326,-0.4193283616053482,-0.6025327167181939,-0.0329381466719277,0.03635837210852714,-0.15022130413826765,-0.7092090008364056,-0.1192034297480139,0.5581125148789641,0.7458863368398364,0.01961957546333607,-0.45504673575875126,-0.6171823890766557,-0.644967622112876,-0.5624685558163043,-0.8023385780145316,-0.7874073977882847,-0.603608271509212,-0.16573354448781086,0.2608099372882152,0.5653266992781418,1.0,0.4633826607032008,-0.19898121225287316,-0.0329381466719277,-0.179441627802901,-0.7312455757385447,-0.7989768475941141,-0.6526107034170671,0.23807776566959202,-0.036537876912105915,0.2199762734482823,0.8483385124652207,0.7933633343423776,0.5280079748674866,0.4001117453590512,0.27216009312293715,-0.4363096301775481,0.7288982949196978,-0.6364001841127063,-0.6994955094389416,-0.6475456263618656,-0.49333854195032,-0.3369397894061272,0.211659731586609,0.21229704782804765,0.21237252040753374,0.31547560923552453,0.3908115840906425,-0.2817234571100867,-0.06180951375390313,0.2732799165768031
AgeEducationCeasedAge21+,0.28771865729840784,0.08896373331026458,-0.04264213331188579,0.23328923293124293,0.21098164913115283,-0.005257902863127375,0.005257902863127369,-0.1348828217218628,0.7303382496377451,-0.2700149292926051,-0.5420166751819137,0.610403831862232,-0.4331027079947886,0.12915639430923137,-0.49250421980314313,0.09821795576354121,0.8797138751974063,0.491581981366215,-0.6951671433906303,-0.9226024286372009,-0.7508308620987868,-0.49546788212897513,-0.008492199995851865,-0.5228745099386074,-0.7076524991096216,-0.8170506262345226,-0.7875944028170344,-0.4707310072649392,-0.35573224782447904,0.4633826607032008,1.0,-0.08857196383978137,0.610403831862232,0.06879179312992653,-0.5416142654351801,-0.5795066354486667,-0.8765786438250368,-0.5370730806214359,-0.820684354503074,-0.6650468529535244,0.24026798357466073,0.8019927359736192,0.972046001581775,0.990625108134747,0.9331135548172278,0.168489373903506,0.28001591183469915,-0.5134751938453858,-0.4104581756731694,-0.3482691698832337,-0.12539605138019305,0.2575155905676239,-0.6187821072805217,-0.6239494689856299,-0.622463673484267,0.019792710869179924,-0.361585742524857,0.2523758470002927,0.2630389601951316,0.04673824020206827
AgeEducationCeasedNotStated,0.38401552751959944,0.3839697668062541,0.2849793640229792,0.12504757813797188,0.20331493965761302,0.3132582571579808,-0.3132582571579812,-0.1592618441557526,0.25133828815779574,0.12355868348901193,-0.014277031643356421,0.08947439645199072,-0.08971142372326939,-0.046777286412114295,-0.19158921370684684,0.37617208226051657,-0.13963685696103026,-0.028046919267225797,-0.05455648793081019,-0.0192398443570219,-0.08339509574669349,-0.02861259572672131,0.18131367879453913,-0.15106352285446542,-0.09849163288477776,-0.1094129051075549,-0.1103450077037861,-0.09111566999783176,-0.02609607759204083,-0.19898121225287316,-0.08857196383978137,1.0,0.08947439645199072,0.22575075311738033,-0.09891410148294635,-0.09736758721177183,-0.0016541420426430097,-0.008728567049389367,0.0028411535642720812,0.08454334410060933,0.10751681804633109,-0.021870705401153122,-0.05123248113872893,-0.025995888989446662,-0.04770317327009837,0.5371578222554558,-0.16701874765552116,0.0692939693122057,-0.12108531828708184,-0.12716241721516267,-0.1811103520546502,0.45467175592738285,-0.2073303558764968,-0.22011333591644977,-0.21390793220740983,0.07018110193129806,0.04946702664495751,-0.07076639736396557,0.0644743181128251,0.14568721813192798
EducationNotCeasedStillAtSchool,0.6084185920392401,0.4995859377768788,0.3972484861065882,0.4741279300995987,0.5131130200299093,0.3159889678912723,-0.31598896789127273,-0.2486645573771418,0.4528893843703114,0.23003813888239574,-0.10770829676410575,1.0,-0.5530952638110324,-0.030624347461462392,-0.1918819088575159,0.20538929164868588,0.3998969020427775,-0.023828706646010184,-0.7856735102516899,-0.7236063239836973,-0.3878668367030097,-0.11100723100332308,0.5564156397379804,-0.247198239750271,-0.4306236113282016,-0.6433629303598672,-0.7730346316485683,-0.6220005417905832,-0.4829625453819505,-0.0329381466719277,0.610403831862232,0.08947439645199072,1.0,0.42881246134378914,-0.21100865963646334,-0.2995132557143829,-0.6313042369728208,-0.6481929330338709,-0.7871801539460165,-0.7060101979623065,-0.08146728517175449,0.3884947089558699,0.49485084753720066,0.6045537938752411,0.667579828805619,0.5816006854463049,-0.19981763934587138,-0.058633265675133946,-0.13187981953953354,-0.05851896684073179,0.020387765368448323,0.6333916873344901,-0.7312342321175545,-0.7284907704129999,-0.7313054672775015,-0.18171777607016082,-0.5083061765252905,0.5811500722033647,0.17188660112771376,-0.1670583450616612
EducationNotCeasedOther,0.6560702153562781,0.6632465819849772,0.6937145685002756,0.6054211670432476,0.6638919104968368,0.7591661972639272,-0.7591661972639271,-0.017034978873718475,0.43603913344908046,0.8150210475917562,0.622742023905555,0.42881246134378914,-0.8131919461199107,-0.6402316323819653,0.22663271610296556,0.33996702018790037,-0.3286567256694833,-0.6305593102617799,-0.49900960680121526,-0.09492467728335525,0.36446213761750784,0.5503657632042559,0.8345099321625606,0.0988875030348427,-0.022785817929096494,-0.33785788110035797,-0.5759473833154376,-0.7035937658972719,-0.23777826822598322,-0.179441627802901,0.06879179312992653,0.22575075311738033,0.42881246134378914,1.0,0.2889353155210316,0.06528948305286825,-0.2187228164617447,-0.6575480302304677,-0.1199048791643611,-0.33051370382759226,-0.2779155591735144,-0.169817770335858,-0.0954577160875559,0.023472175090098156,-0.023389966211142536,0.7535001203046172,-0.6094222785256806,0.5227262429749799,0.11024322425292436,0.23746566266224906,0.1672072006905634,0.756749601791532,-0.5132474017112956,-0.4963496313342368,-0.5060575802940559,-0.3609855402965555,-0.18764592229967725,0.6029032352754835,-0.20242431289499468,-0.4705641817459921
HighestLevelEducationNoFormalEducation,0.12553030643900176,0.16682116101944944,0.35488677794594903,0.18973592351260843,0.20951519564256077,0.11808917083238916,-0.11808917083238822,-0.13444530352007394,-0.4216018178496177,0.6224221455552869,0.8201720603661726,-0.21100865963646334,-0.09616504201538262,-0.027806559771900014,0.924942731081524,0.06100040406562293,-0.689755169809402,-0.814437345921097,0.020281052990014082,0.5861324656816395,0.8437944475638213,0.8776405761370547,0.5042525767224051,0.8908226878872373,0.8458511884432228,0.6522302959787859,0.23613140402664282,-0.19640590502527344,-0.31950724939654124,-0.7312455757385447,-0.5416142654351801,-0.09891410148294635,-0.21100865963646334,0.2889353155210316,1.0,0.8808105090287629,0.677400731229918,-0.16248980777431032,0.28983658759690867,-0.09740198585501046,-0.7534679042714563,-0.8297699125601157,-0.6310411065478638,-0.533275690720483,-0.4811150176983832,0.22704226152646165,-0.7561347134760054,0.7670711221059706,0.8229659293191753,0.7903263872397023,0.5977970032479496,0.13910163145160942,-0.08743182750199659,-0.08343870121945345,-0.08566807859057453,-0.3006403281874402,-0.20805992968976364,0.3166572795729688,-0.12071023074068228,-0.3159455513492218
HighestLevelEducationPrimary,0.062136436390246436,0.07142324345168855,0.24291194542111968,0.05123846404667558,0.07748843448620486,-0.07267288804977172,0.0726728880497725,-0.1265854892556194,-0.49463153767412427,0.3909108984510341,0.6942455525707397,-0.2995132557143829,0.05341606447750041,0.23544502904329043,0.9223314566619413,0.008192815328083363,-0.6848148563514035,-0.7266323341439496,0.1619500500709156,0.6630763890823614,0.8157509744017897,0.8064727577569722,0.3491183548205478,0.9914969025617051,0.9703283591697414,0.8150023660211214,0.41582435971217907,-0.04441782743218843,-0.3680921347414592,-0.7989768475941141,-0.5795066354486667,-0.09736758721177183,-0.2995132557143829,0.06528948305286825,0.8808105090287629,1.0,0.8182882805480146,-0.028768407493446956,0.311294648116542,-0.03658609053828566,-0.7884897690281606,-0.8410373803897623,-0.6290101732410169,-0.5589747955735214,-0.5232370128825687,0.11475604111949553,-0.7464362051220471,0.7686542592710538,0.9219554743827345,0.8627103507050305,0.6951088198127506,0.013392786226876304,-0.08270655773493284,-0.07618913569094052,-0.07971314688599701,-0.25651105022650306,-0.30353507461424767,0.2660917970250343,0.037785404161588244,-0.258525854411791
HighestLevelEducationLowerSecondary,-0.2857298958387982,-0.16705200085590466,0.017689181998757547,-0.21755158345417056,-0.20927923857337555,-0.19403980679303237,0.19403980679303287,0.06952080109811436,-0.731953039442784,0.1502628439174251,0.5279374859208594,-0.6313042369728208,0.437754380088996,0.19029054540367565,0.6860618496188481,-0.09404784553797792,-0.7753952660425454,-0.5226955893580134,0.6355477473141733,0.8945105893235035,0.7717917379965811,0.5606189441804605,-0.011210355534814677,0.765755811209969,0.9099030519529785,0.9756675857871745,0.7899378962353982,0.4143458840120257,0.0671971431799645,-0.6526107034170671,-0.8765786438250368,-0.0016541420426430097,-0.6313042369728208,-0.2187228164617447,0.677400731229918,0.8182882805480146,1.0,0.4455310432039559,0.6769253459441281,0.44058365637959557,-0.5080509863708232,-0.8712723274658013,-0.8448126544156845,-0.8454295434800584,-0.7894273724957569,-0.20425028495778766,-0.4055152930908354,0.5815771890901411,0.6785252020426283,0.5737925186507253,0.35970169910555205,-0.31379153735312065,0.4186236189755259,0.41610631551120425,0.41820662060626146,-0.05134244246799814,0.11316678610146895,-0.1730876056517442,-0.1050942355801265,-0.06461819965561023
HighestLevelEducationUpperSecondary,-0.75379347444762,-0.6457645514233743,-0.5867859441086039,-0.5464867638490628,-0.617415259964356,-0.3349824008422099,0.3349824008422096,0.16340532713933983,-0.6045222606096445,-0.4265879751624111,-0.2364498553266061,-0.6481929330338709,0.827824451734071,0.2970811460454688,-0.16500476607975087,-0.2298009813520724,-0.19827911003159102,0.40210831889413856,0.8124467788265943,0.4451521510857636,0.006259042112839108,-0.2753036890477925,-0.7348397603050122,-0.1108039962221364,0.11031586417847579,0.4781221515862256,0.8278603340148054,0.9747348571610375,0.7358022686442917,0.23807776566959202,-0.5370730806214359,-0.008728567049389367,-0.6481929330338709,-0.6575480302304677,-0.16248980777431032,-0.028768407493446956,0.4455310432039559,1.0,0.6510291834422004,0.7593070596243069,0.45245350733248385,-0.05411824004908202,-0.38991756117989124,-0.5341717031122847,-0.5558730641271908,-0.7307744234513203,0.4437624985274177,-0.14006501704545177,-0.07610909805648956,-0.1934691508911694,-0.3389739182539746,-0.764374408527142,0.7501055228642398,0.736929029293352,0.7451679162429652,0.39311152448189074,0.4989312095196751,-0.6117627508420892,-0.06233753793814688,0.40431000000119094
HighestLevelEducationTechnicalQualification,-0.4757774801143608,-0.29084260917747423,-0.1701962492037919,-0.28454061786568796,-0.31200323091676246,0.05741960740790515,-0.05741960740790488,0.19939391145919852,-0.49843502060625355,0.10574216151194654,0.3724472756312497,-0.7871801539460165,0.38650999598911234,-0.258902829150526,0.27578879181039667,-0.13481518680314425,-0.7196775178714602,-0.25793899114482055,0.7610348231142842,0.8489763946108791,0.628263814319893,0.33489598305403884,-0.24731593468172092,0.24700981471867398,0.4541649668209112,0.6301865202891275,0.7666919889949974,0.573922585026152,0.6799828617780916,-0.036537876912105915,-0.820684354503074,0.0028411535642720812,-0.7871801539460165,-0.1199048791643611,0.28983658759690867,0.311294648116542,0.6769253459441281,0.6510291834422004,1.0,0.8573861046224789,0.09228490200476684,-0.529726745342377,-0.7809831554335127,-0.8537930818595745,-0.8993241737126152,-0.39189526050613344,-0.041877837949659553,0.37378691886790266,0.1832946144949748,0.14013550210485823,0.004642845693734669,-0.4364485875080461,0.6970709714874348,0.7063966814347701,0.702912975137244,0.10703006156772603,0.6421443308119711,-0.37797575372153697,-0.3326012225919404,0.04939222142807228
