,Unnamed: 0,Theft,Assault & Kidnapping,Fraud & Drugs & Weapons,Environment & Public Order,PopulationTotalMale,PopulationTotalFemale,PopulationTotal,PrincipalStatusAtWork,PrincipalStatusLookingForFirstJob,PrincipalStatusUnemployed,PrincipalStatusStudent,PrincipalStatusLookingAfterHome/Family,PrincipalStatusRetired,PrincipalStatusUnableToWork,PrincipalStatusOther,SocialClassProfessionalWorkers,SocialClassManagerialAndTechnical,SocialClassNonManual,SocialClassSkilledManual,SocialClassSemiSkilled,SocialClassUnskilled,SocialClassOther,AgeEducationCeasedUnder15,AgeEducationCeasedAge15,AgeEducationCeasedAge16,AgeEducationCeasedAge17,AgeEducationCeasedAge18,AgeEducationCeasedAge19,AgeEducationCeasedAge20,AgeEducationCeasedAge21+,AgeEducationCeasedNotStated,EducationNotCeasedStillAtSchool,EducationNotCeasedOther,HighestLevelEducationNoFormalEducation,HighestLevelEducationPrimary,HighestLevelEducationLowerSecondary,HighestLevelEducationUpperSecondary,HighestLevelEducationTechnicalQualification,HighestLevelEducationAdvCert/Apprenticeship,HighestLevelEducationHigherCertificate,HighestLevelEducationOrdinaryBachelorDegree,HighestLevelEducationHonoursBachelorDegree,HighestLevelEducationPostgraduateDegree,HighestLevelEducationDoctorate,HighestLevelEducationNotStated,GeneralHealthVeryGood,GeneralHealthGood,GeneralHealthFair,GeneralHealthBad,GeneralHealthVeryBad,GeneralHealthNotStated,Total_Under18Male,Total_Under18Female,Total_Under18,Green,NoLowEducation,MiddleEducation,HighEducation,EducationCeasedYoung,ContinuedEducation,StillInEducation,GoodHealth,PoorHealth,TotalCrime,LowerSocialClass,HigherSocialClass
GeneralHealthBad,-0.43538022560551193,0.7029764272640358,0.6082155549533308,0.6665497042951769,0.3977852824362713,0.827962308037139,0.8337100963323513,0.8315820981465311,0.7756997010406846,0.8146798938884178,0.8895766708755285,0.7264007153475921,0.7857599509377251,0.7729958079971485,0.9614181914998878,0.30335712904909,0.4243790340791207,0.6037091094226605,0.8033870353903282,0.8415106444045702,0.9001960899953664,0.919523890831747,0.8607421050948327,0.8585224076915827,0.9002146329839747,0.8853624008381369,0.8237132608112158,0.772452233576791,0.7502923709634973,0.6982756137060437,0.572941585265451,0.8285880566367235,0.7264007153475921,0.747962729524991,0.9185150349388229,0.9052760301382977,0.8904583070703831,0.7871104671931368,0.8168644833599178,0.7563625648990678,0.6700357380782345,0.6264104311351893,0.5528517001921642,0.47271890259412186,0.2986739781946016,0.7767007756600887,0.7649784817913328,0.8784388706152605,0.9813235028990649,1.0,0.9592623351442893,0.6675892951533918,0.7137825922760503,0.7169638808632911,0.7154258209408674,0.36522144859344735,0.9252098868449834,0.7960692135114248,0.551961031592761,0.9156509895354216,0.7408190635526565,0.747962729524991,0.8042377447869132,1.0,0.699389138086773,0.9134324088776449,0.6633700710647509
GeneralHealthVeryBad,-0.37173225011792776,0.688829159629315,0.575465251323014,0.5874716762359519,0.3631391969646435,0.7449673040521584,0.7526931514412316,0.7495381223169292,0.703080226756029,0.7280623903974006,0.7995930625689818,0.689179537111843,0.685726905851892,0.7304534202535989,0.9098983182901903,0.27068423305654715,0.4118060580578599,0.5343404262122623,0.70019240199489,0.7363101866851236,0.808836401082351,0.8441473506618925,0.8100866172985023,0.8154366562717915,0.8241628547214797,0.7870396121997842,0.7210833339080023,0.6660757984227472,0.6511808249011499,0.6230672651136514,0.5596523892718481,0.738896708368025,0.689179537111843,0.6691212038377597,0.8492492386618964,0.8468022313324232,0.787039823213392,0.6818989283748038,0.7169922320839431,0.6530316738977227,0.5859188102619932,0.5684015745340424,0.5386305199934809,0.47536313196058394,0.3227644911511742,0.7289856745923643,0.6814285253740219,0.7927317606085588,0.9159577882532192,0.9592623351442893,1.0,0.6449641703241414,0.6117600733256376,0.6152770674474902,0.6135528576602719,0.33821212483786806,0.8414619176858337,0.6946491125934878,0.5326536493316687,0.8322038671732688,0.6848459395964702,0.6691212038377597,0.7194941342568836,0.9592623351442893,0.6554280231622605,0.8257143718201367,0.5906512960967181
GeneralHealthNotStated,-0.28706331880906466,0.9400473622178207,0.9057927110709583,0.8103924257753874,0.6596987134299612,0.7420980483980814,0.7113182647475984,0.7268594748480504,0.7617789604109197,0.8133505035436123,0.7583313230662155,0.7749362418534712,0.5455127376881561,0.3992869771137094,0.649808091277445,0.5225362347622544,0.47656418429759856,0.5447925413820613,0.6365765661477053,0.6117383754614206,0.6907016742437794,0.7077895011637003,0.8795349735753529,0.44116468792508895,0.5283503598533175,0.5241246292613299,0.5768187126702132,0.5686723262300701,0.6490895944769193,0.6626956835498906,0.6544926536318434,0.7582763611598075,0.7749362418534712,0.8579890121868515,0.6451794868820262,0.4867029122902174,0.5585199960240327,0.6009464857065835,0.6553960146002433,0.6184816592612425,0.6475415243890037,0.6477806419876423,0.6139042211449517,0.5934094475787156,0.46124007185021343,0.9741039587593534,0.6801871595259198,0.7462540434970215,0.6710423436073439,0.6675892951533918,0.6449641703241414,1.0,0.574779963016073,0.5770013946695923,0.5759376649261366,0.23201728086012854,0.5448341661643079,0.6430927083748597,0.6266377983130494,0.5446567120808222,0.7441509492635764,0.8579890121868515,0.7045688958695178,0.6675892951533918,0.9348944554734587,0.7014848940253682,0.5885536867740218
Total_Under18Male,-0.382104083744331,0.5635251301764739,0.46698373884692324,0.5319653730410677,0.18374107951781057,0.9482558198050843,0.9481584654249413,0.9489652486606429,0.922939182678002,0.8068373890820691,0.8612391256272052,0.6717526948155453,0.9475176586398527,0.595385663399437,0.7335180316310176,0.1712531800072866,0.6479708805916454,0.882216432950738,0.9737477496496781,0.9268407277374767,0.86565040950322,0.7130049384479547,0.718447677280895,0.48591134672799635,0.7196434193051965,0.84673602239749,0.9526753279773746,0.9563746640300971,0.9723826811240869,0.9347347874098914,0.6926267823893507,0.9177462751811564,0.6717526948155453,0.835359667008995,0.7204813926239844,0.5681903044426015,0.8494665445216407,0.9620207994712172,0.9661903903278,0.9727189627350846,0.9409446429720271,0.8592965521201528,0.702777269765007,0.5735785620306194,0.3507186424936471,0.662328382213309,0.962208673019658,0.928122958935272,0.7909327505602756,0.7137825922760503,0.6117600733256376,0.574779963016073,1.0,0.9994618566754839,0.9998727303752311,0.4684446515006294,0.7360063314879912,0.9710173051787988,0.7074083951469786,0.7874774932239414,0.8600511342354189,0.835359667008995,0.9581401754093409,0.7137825922760503,0.553427648254457,0.83081112623778,0.9111343708772732
Total_Under18Female,-0.3830782466288882,0.567236824366744,0.4710462845102501,0.5355765075790274,0.18713092517975205,0.9496176737193318,0.9498862933306428,0.9505164484470524,0.9246693738267426,0.8098289087815893,0.8628076258438359,0.6757545300056853,0.9480019744170238,0.5974395701229954,0.7351956100775998,0.16196960844640923,0.6508119409366615,0.8827392249626793,0.9741209283870459,0.9269376989324887,0.8668874621663002,0.7158071376686025,0.7219128869407029,0.4882011661305434,0.7205914850327892,0.8465809923598294,0.9520561393873088,0.9562024380528464,0.9726161698905432,0.936323714206852,0.696566970703358,0.917861709757342,0.6757545300056853,0.8383531666285032,0.7213807671298201,0.5697091343173988,0.8489937318073704,0.9616901177361225,0.9662934135969651,0.9718595919471461,0.9420091935867554,0.8620350990619813,0.7054705757458365,0.5774720293144127,0.35453648060799114,0.6649442563194599,0.963361566497946,0.9301854416364516,0.792792979013121,0.7169638808632911,0.6152770674474902,0.5770013946695923,0.9994618566754839,1.0,0.9998579776714881,0.4668323841725246,0.7365216235633396,0.9707579612407559,0.7106200040315671,0.7881798863693855,0.8621698728113073,0.8383531666285032,0.959575527507476,0.7169638808632911,0.5574170359455494,0.8324937832665191,0.9120822260643491
Total_Under18,-0.3826292562191448,0.5654061231131935,0.46902239083762487,0.5337932141822328,0.18541447167078287,0.9490456755818509,0.9491263032917547,0.9498472901231453,0.9239047789003476,0.8084008340359213,0.8621177855121039,0.6737893532647082,0.947880615545862,0.5964646585334291,0.7344325692081419,0.166761047388957,0.6494397866179609,0.8825893226410257,0.9740601808707172,0.9270125153997033,0.8663684596420246,0.7144636885711279,0.7202296211289153,0.48709036027683017,0.7202012853304941,0.8467744756638681,0.9525022777980646,0.956419496092291,0.9726269891544886,0.9356332643340969,0.6946362650207996,0.9179258198399255,0.6737893532647082,0.8369279100758105,0.7210156898528087,0.5690054027593666,0.8493508080957267,0.9619893241506157,0.9663704125070078,0.9724317926005888,0.9415889191846866,0.8607440149521027,0.7041816833198193,0.5755493139670822,0.3526226452522626,0.6636896971538616,0.9628987748854877,0.9292508655608589,0.7919438419196029,0.7154258209408674,0.6135528576602719,0.5759376649261366,0.9998727303752311,0.9998579776714881,1.0,0.4677234967962122,0.7363559138246865,0.9710217354097593,0.7090655133109778,0.7879249949813085,0.8611972484144541,0.8369279100758105,0.9589671068457783,0.7154258209408674,0.5554423425291062,0.8317412160460942,0.9117178827346187
Green,-0.21624470063501733,0.29143852918099566,0.1562217154964241,0.06101866785328353,0.0056072000586697,0.5046657792988257,0.5277673405077121,0.5169533137240652,0.5074862491297191,0.2389342977755216,0.2866801511563011,0.49603247933900185,0.5581454361276008,0.6116992107353305,0.31706247678162347,0.132829094017883,0.532830109463312,0.6107539974046535,0.5097133243391908,0.3688219395930556,0.3339333499395898,0.22851464250766204,0.31088310751231635,0.12431632160299359,0.2590060771174135,0.4017823251922475,0.5174142214962649,0.5723148163348484,0.533694875972363,0.55500052899019,0.5034005024068717,0.5494854066078789,0.49603247933900185,0.3067547896199561,0.29624757248776706,0.21606376485015963,0.38650496951304936,0.5790849155003589,0.49262814317195364,0.5001120379124254,0.5682314504803908,0.5698335135921947,0.5297934954705747,0.482543731190141,0.4017901018396157,0.3034579675639628,0.5316354256732828,0.49511639402102964,0.44908277428989074,0.36522144859344735,0.33821212483786806,0.23201728086012854,0.4684446515006294,0.4668323841725246,0.4677234967962122,1.0,0.3134155987428911,0.4966548574117046,0.5323437616807363,0.3426461883150087,0.5586698229812126,0.3067547896199561,0.5240406538072059,0.36522144859344735,0.18306641279618713,0.307566679890952,0.5947533671330436
NoLowEducation,-0.3483224679552839,0.5865806153800183,0.5137886941666922,0.6972028434494926,0.27280431638705616,0.7764138866091849,0.7828699674993671,0.7803567308832359,0.7077436017280876,0.7482111413551897,0.8662885796917341,0.5465227985485095,0.8017292273960224,0.7038114456094926,0.9567059644082399,0.20723686782246728,0.2597814697921553,0.5326326843453081,0.8195891512628124,0.9137308660969345,0.9256975156160305,0.9159080747956547,0.7378994897108697,0.9332751260277757,0.9921739565076022,0.9705766283182693,0.8653256175886826,0.7805759864149668,0.7259319886523404,0.6142413674429007,0.383792699393421,0.78649858944831,0.5465227985485095,0.6506765364677086,0.9274086832165745,0.9708537120983878,0.9748883745533593,0.7859700913878064,0.8297963202114119,0.7808205469019024,0.6077639164758264,0.5037615353216635,0.38145892254024805,0.26717326112893697,0.07045136303532054,0.6797547412736858,0.7184534407547267,0.8311015476048941,0.9353705469339171,0.9252098868449834,0.8414619176858337,0.5448341661643079,0.7360063314879912,0.7365216235633396,0.7363559138246865,0.3134155987428911,1.0,0.813375657354778,0.37679362556652785,0.9914334160368833,0.6205079938079778,0.6506765364677086,0.757165596637811,0.9252098868449834,0.6360668755754161,0.9310680111841931,0.5984100936526445
MiddleEducation,-0.3526898769284083,0.6260064332594119,0.5489832162042763,0.6151501502795438,0.27647492848946364,0.9653897261422691,0.9598225316260136,0.9632992214956342,0.9389106573557928,0.8459605688857367,0.9066530355624393,0.7171549443884425,0.9382452525874193,0.6375646623950947,0.8206744063231843,0.2374424434522686,0.5824960363088647,0.847525428143794,0.9872088877065168,0.9629557481056833,0.930825823494239,0.802641748693615,0.7872345598615752,0.5745978729952976,0.7885462438823716,0.8978561429913238,0.9772613925456631,0.9679646164833292,0.9797294287371449,0.9282709588425542,0.6734856123967599,0.9566599229078815,0.7171549443884425,0.8598261846917721,0.7963253543533431,0.6628510726024529,0.9065115708456664,0.9794931825449446,0.9985294342199283,0.9959399754877422,0.9335859871879865,0.8407413066934137,0.6754854494440954,0.5450937183005666,0.3080242470522452,0.7373626175239485,0.9546790400303226,0.9656944940924098,0.8652945953717132,0.7960692135114248,0.6946491125934878,0.6430927083748597,0.9710173051787988,0.9707579612407559,0.9710217354097593,0.4966548574117046,0.813375657354778,1.0,0.6813737512025348,0.8496598799787533,0.8693760233343939,0.8598261846917721,0.9641966998042337,0.7960692135114248,0.6328271197906862,0.9033514373710826,0.8840518496400781
HighEducation,-0.4424977998549427,0.6628528683524997,0.4366376933351765,0.35646969351130114,0.31052138762113274,0.8217637259481666,0.8319150063878731,0.8276436844429041,0.8727707048234106,0.5940133574838226,0.5707884634199,0.8414267355625656,0.7436724030352402,0.6858897245384821,0.46826444274722856,0.25871622214807216,0.9718855995750865,0.921072475028969,0.732365471865027,0.531024515536254,0.5105859682321517,0.40364618386201295,0.6396854565660538,0.17749663607220617,0.3467487850468378,0.4818164774529858,0.6493848697919191,0.7516155196535947,0.7854180877877887,0.8810221578586243,0.9962261002529278,0.7896726972001782,0.8414267355625656,0.7153321064543858,0.41247518045406373,0.25302783901029086,0.4661902795254097,0.7539563951849583,0.6761383593306327,0.6856369233549625,0.8635707117997881,0.9550328832407253,0.9975495474056204,0.9819842297415226,0.8669637648238385,0.6429285665790306,0.8557377577297899,0.7741322808597725,0.6263877847732104,0.551961031592761,0.5326536493316687,0.6266377983130494,0.7074083951469786,0.7106200040315671,0.7090655133109778,0.5323437616807363,0.37679362556652785,0.6813737512025348,1.0,0.4349330734997177,0.9438352922695763,0.7153321064543858,0.8366130532744204,0.551961031592761,0.5195774794132858,0.4853405725622967,0.9177843303327297
EducationCeasedYoung,-0.34706672272483485,0.5996863365999887,0.49371661711537324,0.6846612578051803,0.25577544391627305,0.8135239045601075,0.8213027969573936,0.8181769194467512,0.7525193566372904,0.7577981762259838,0.8699960891426721,0.5541407299088894,0.8451943471402923,0.718773226854885,0.9497907428412095,0.16274704655524677,0.3237285395199898,0.6027320527461473,0.8622271751657234,0.937093215389327,0.9305445970525631,0.8984622174646998,0.722827845712847,0.91045645306603,0.9906064151662191,0.9874347562422832,0.9067315556814103,0.8281117243858306,0.7733821555459185,0.6677530230553066,0.43755401271865,0.8093835751888961,0.5541407299088894,0.6718193716322906,0.908873596921625,0.9466580960497462,0.9820733496650094,0.829009802012672,0.8621279913112483,0.8234320900837236,0.6656207289537922,0.564520352747248,0.43997095420666227,0.32020917941610527,0.10697335198502786,0.6756227921951924,0.7675354192933089,0.8567703630553559,0.9334636622684052,0.9156509895354216,0.8322038671732688,0.5446567120808222,0.7874774932239414,0.7881798863693855,0.7879249949813085,0.3426461883150087,0.9914334160368833,0.8496598799787533,0.4349330734997177,1.0,0.6620746144235422,0.6718193716322906,0.7994874320962336,0.9156509895354216,0.6304252779885208,0.929764536542329,0.662170401457707
ContinuedEducation,-0.45958472007468765,0.7511810309065682,0.5887573539682115,0.5470034043457921,0.375505872278949,0.9580193991361738,0.9604726082240547,0.9600486445567925,0.9768124594974271,0.7799941068236902,0.7888203676610022,0.9004490654810211,0.8806729654669697,0.7401452412507872,0.6898136962000199,0.33338872815293147,0.8723139909951113,0.9434234705658628,0.895338712840706,0.7613935945036032,0.7523014067494947,0.6475199908836072,0.8119073058527361,0.39665912028171074,0.5842482989999059,0.7050551385955218,0.8342230400814898,0.8937963310931395,0.9240012521690598,0.9642816458266898,0.9422623777525811,0.9461428952589069,0.9004490654810211,0.8605207694707655,0.6500169818485868,0.4860036675979773,0.7061821915599407,0.9057992961861348,0.8688056761922057,0.8646704851170687,0.9522110938231184,0.9757997962176953,0.9384496906862995,0.879712997327044,0.7137696488405331,0.7955684379397606,0.9639751703479981,0.935050626998788,0.8128115351082115,0.7408190635526565,0.6848459395964702,0.7441509492635764,0.8600511342354189,0.8621698728113073,0.8611972484144541,0.5586698229812126,0.6205079938079778,0.8693760233343939,0.9438352922695763,0.6620746144235422,1.0,0.8605207694707655,0.9614784438631375,0.7408190635526565,0.6691764205332529,0.7297680305366774,0.9624889825396542
StillInEducation,-0.38908554088125313,0.8020949601584725,0.7600831557986101,0.7249115405684775,0.5281901810923338,0.9092399677089165,0.8829730205126741,0.8964566461095456,0.9088963498835003,0.9594131369662876,0.9232811784869521,0.7973597378319246,0.7492919608228288,0.43934157386852507,0.7440302619161527,0.38566254134032546,0.5803089821704289,0.7309734042622476,0.8449393882415791,0.812941020030224,0.857518858351817,0.8109153649031765,0.914961160024177,0.46462882586586435,0.6291473696277766,0.6827278338863091,0.783001103235239,0.7806707475508012,0.8689145358818507,0.8730637428065106,0.7327886277891694,0.8866730812122371,0.7973597378319246,1.0,0.7529901320150144,0.533043292238366,0.7129748655216713,0.8125599098480837,0.8696398513443658,0.8379400168940566,0.855440001394002,0.8135275297235467,0.7015626861651625,0.6266209753784043,0.41630420411395885,0.8852108222648171,0.873530688271131,0.9058814798462457,0.7787104814077314,0.747962729524991,0.6691212038377597,0.8579890121868515,0.835359667008995,0.8383531666285032,0.8369279100758105,0.3067547896199561,0.6506765364677086,0.8598261846917721,0.7153321064543858,0.6718193716322906,0.8605207694707655,1.0,0.888972495264148,0.747962729524991,0.8057219578559532,0.852066676901534,0.7753988675989426
GoodHealth,-0.44468533987393166,0.7082855636116884,0.5771313614977508,0.6033867811290543,0.3222442338541199,0.9974339418908029,0.9980975533185128,0.9985741968648909,0.9878416529481392,0.8489299130635399,0.8857229246946207,0.8328824736007084,0.9544225711576539,0.7203057091664281,0.7911230571974698,0.2695761746193079,0.7557509184718287,0.9270812102503686,0.9790079785587008,0.9009104767360999,0.8753924278080482,0.7570539482150783,0.8272135771601622,0.527536220363239,0.7301607531421168,0.8435326690847601,0.9433615312909547,0.9659375693826918,0.983207077025795,0.9747821159702426,0.8314272956693992,0.978086438512028,0.8328824736007084,0.888972495264148,0.7600855321663416,0.6131718593209738,0.8458762255111638,0.9759275925970241,0.9639328908552921,0.9583656375853019,0.9702031113906437,0.9352431697863306,0.83170332093595,0.7324517975570758,0.5258023006616682,0.783324741579318,0.9972472346738589,0.9849734536023321,0.8751145878270576,0.8042377447869132,0.7194941342568836,0.7045688958695178,0.9581401754093409,0.959575527507476,0.9589671068457783,0.5240406538072059,0.757165596637811,0.9641966998042337,0.8366130532744204,0.7994874320962336,0.9614784438631375,0.888972495264148,1.0,0.8042377447869132,0.6691775871030677,0.8501686699472567,0.9578051261562983
PoorHealth,-0.43538022560551193,0.7029764272640358,0.6082155549533308,0.6665497042951769,0.3977852824362713,0.827962308037139,0.8337100963323513,0.8315820981465311,0.7756997010406846,0.8146798938884178,0.8895766708755285,0.7264007153475921,0.7857599509377251,0.7729958079971485,0.9614181914998878,0.30335712904909,0.4243790340791207,0.6037091094226605,0.8033870353903282,0.8415106444045702,0.9001960899953664,0.919523890831747,0.8607421050948327,0.8585224076915827,0.9002146329839747,0.8853624008381369,0.8237132608112158,0.772452233576791,0.7502923709634973,0.6982756137060437,0.572941585265451,0.8285880566367235,0.7264007153475921,0.747962729524991,0.9185150349388229,0.9052760301382977,0.8904583070703831,0.7871104671931368,0.8168644833599178,0.7563625648990678,0.6700357380782345,0.6264104311351893,0.5528517001921642,0.47271890259412186,0.2986739781946016,0.7767007756600887,0.7649784817913328,0.8784388706152605,0.9813235028990649,1.0,0.9592623351442893,0.6675892951533918,0.7137825922760503,0.7169638808632911,0.7154258209408674,0.36522144859344735,0.9252098868449834,0.7960692135114248,0.551961031592761,0.9156509895354216,0.7408190635526565,0.747962729524991,0.8042377447869132,1.0,0.699389138086773,0.9134324088776449,0.6633700710647509
TotalCrime,-0.2972461217555018,0.9490847442764111,0.9565293170998392,0.9384413797550714,0.7347008547689282,0.7077386576782915,0.6824759023419636,0.6953104941936543,0.7097773747404259,0.7964100110454829,0.7663363039401689,0.7012193738798723,0.5567380173806964,0.4183966891583572,0.7173312408985129,0.40437693497250854,0.3592975303910789,0.47686038105423845,0.6301546004568744,0.6453810567230414,0.7275045165602687,0.7528850870701013,0.8518381420442295,0.5743326911396804,0.6316174519601401,0.5986888436202124,0.5892282878890477,0.5564037854908277,0.6120572938671991,0.5911973106257689,0.5498139040920361,0.7213763186077773,0.7012193738798723,0.8057219578559532,0.7017299284827669,0.6021196522192233,0.625018354610225,0.5816442680378023,0.6481670510233772,0.6032404812203152,0.5792444297665688,0.5637695014449189,0.5032355969515169,0.4798931979319761,0.3535420190646554,0.9401947909628335,0.6366091436813205,0.7306899263339813,0.7024944439586305,0.699389138086773,0.6554280231622605,0.9348944554734587,0.553427648254457,0.5574170359455494,0.5554423425291062,0.18306641279618713,0.6360668755754161,0.6328271197906862,0.5195774794132858,0.6304252779885208,0.6691764205332529,0.8057219578559532,0.6691775871030677,0.699389138086773,1.0,0.7409130695609609,0.5272127373292572
LowerSocialClass,-0.38353072761139473,0.6807501801246005,0.6556623439263428,0.7654026249615061,0.41386734925278734,0.87465662747136,0.8621675173604888,0.8689328530612712,0.8241771167775657,0.9114707997734424,0.9768578075052795,0.6624022280767918,0.808668699523454,0.5684039595179926,0.9558451561979537,0.28761182130568597,0.34099488684451257,0.6056864174307377,0.8798049849308263,0.9528482339101553,0.9967308310288594,0.9771424795486586,0.874036344869534,0.8098707889160441,0.9165246606403633,0.917153414910705,0.8889241739383582,0.8194508309402692,0.8350093288908955,0.7549244902695096,0.5034550245902746,0.86837205341346,0.6624022280767918,0.852066676901534,0.9484256059199354,0.8623374078385361,0.9390159748288907,0.8423175946325344,0.9198481509090826,0.8700850299871508,0.7406344769955748,0.6340132479106506,0.47880659318746666,0.36690684008870855,0.14737237887699917,0.7955289021631053,0.8140886157145055,0.9159801085649115,0.9280259136579724,0.9134324088776449,0.8257143718201367,0.7014848940253682,0.83081112623778,0.8324937832665191,0.8317412160460942,0.307566679890952,0.9310680111841931,0.9033514373710826,0.4853405725622967,0.929764536542329,0.7297680305366774,0.852066676901534,0.8501686699472567,0.9134324088776449,0.7409130695609609,1.0,0.6726738160087958
HigherSocialClass,-0.41546286524904835,0.6221343486098126,0.4230679931295723,0.43348591860658303,0.2101133510310872,0.9397315845645005,0.9503748398239948,0.9459590989110875,0.9528020843347098,0.6954698079820791,0.7228446059549365,0.7923238889852614,0.9307510849619572,0.7459215506387739,0.6233934706259214,0.20087553796053,0.8810379124274405,0.9944246826671572,0.9213042655057327,0.7739337639050631,0.7095286394283257,0.5545392259790214,0.6707963472545213,0.34891589981566323,0.5718651115836881,0.7284505790301146,0.8751994562545513,0.9411850795746481,0.9447051605636884,0.9690924642635764,0.8992616513567913,0.9128368079477205,0.7923238889852614,0.7753988675989426,0.5749964044768724,0.43824190538905755,0.7134544723079057,0.9381197024784484,0.8751632717853868,0.8930633661932631,0.9715566730981681,0.9774040804843246,0.9161909336468872,0.8324682546355427,0.6472933470106399,0.6573593608047501,0.9731782510585388,0.9014643759235874,0.7551080684164945,0.6633700710647509,0.5906512960967181,0.5885536867740218,0.9111343708772732,0.9120822260643491,0.9117178827346187,0.5947533671330436,0.5984100936526445,0.8840518496400781,0.9177843303327297,0.662170401457707,0.9624889825396542,0.7753988675989426,0.9578051261562983,0.6633700710647509,0.5272127373292572,0.6726738160087958,1.0
